CountryCode,Latitude,Longitude,Name,State
US,31.599936,-85.712883,Ariton,AL
US,34.095997,-87.19878501,Arley,AL
US,31.1783835,-85.236276,Ashford,AL
US,33.269122,-85.80552051,Ashland,AL
US,33.8355795,-86.245221,Ashville,AL
US,34.7764245,-86.9372445,Athens,AL
US,31.02310623,-87.49336035,Atmore,AL
US,34.0042595,-86.0995915,Attalla,AL
US,32.66927228,-85.48996592,Auburn,AL
US,32.4269645,-86.656884,Autaugaville,AL
US,31.1804475,-85.27780599,Avon,AL
US,31.30394649,-86.30081646,Babbie,AL
US,34.2668295,-86.612273,Baileyton,AL
US,31.811969,-85.838683,Banks,AL
US,30.8755895,-87.76565399,Bay Minette,AL
US,30.4076475,-88.24676399,Bayou La Batre,AL
US,34.268771,-87.68734101,Bear Creek,AL
US,31.73020749,-87.20251546,Beatrice,AL
US,33.9363415,-88.021892,Beaverton,AL
US,33.65753749,-87.92561798,Belk,AL
US,32.30836549,-86.81462397,Benton,AL
US,33.663277,-87.6102375,Berry,AL
US,33.34584677,-86.87736989,Bessemer,AL
US,32.6629355,-86.710117,Billingsley,AL
US,33.60815701,-86.62186403,Birmingham,AL
US,31.010321,-85.75048699,Black,AL
US,34.0770525,-86.5774555,Blountsville,AL
US,33.68750203,-85.83816508,Blue Mountain,AL
US,32.5011665,-86.17420801,Blue Ridge,AL
US,31.663492,-85.50452401,Blue Springs,AL
US,34.16879346,-86.1698439,Boaz,AL
US,32.772243,-88.023288,Boligee,AL
US,33.26236099,-86.33209147,Bon Air,AL
US,33.64728,-86.42536301,Branchville,AL
US,31.58167099,-86.25399298,Brantley,AL
US,32.9530175,-87.169335,Brent,AL
US,31.1201015,-87.078739,Brewton,AL
US,34.945027,-85.71119451,Bridgeport,AL
US,33.44052201,-86.94013203,Brighton,AL
US,33.996311,-87.787203,Brilliant,AL
US,33.6313485,-86.8883795,Brookside,AL
US,33.2416355,-87.3155865,Brookwood,AL
US,31.714832,-85.822318,Brundidge,AL
US,32.097164,-88.20390499,Butler,AL
US,33.610547,-85.9506295,Bynum,AL
US,33.458641,-86.72548351,Cahaba Heights,AL
US,33.1270105,-86.7328875,Calera,AL
US,32.0060225,-87.27724601,Camden,AL
US,32.789654,-85.65347951,Camp Hill,AL
US,33.87804679,-87.53173195,Carbon Hill,AL
US,33.64623345,-86.93075837,Cardiff,AL
US,31.23909947,-86.51914642,Carolina,AL
US,33.255726,-88.09517701,Carrollton,AL
US,31.3048885,-87.02733,Castleberry,AL
US,34.220234,-85.584095,Cedar Bluff,AL
US,33.6447815,-86.6696435,Center Point,AL
US,34.157009,-85.6859195,Centre,AL
US,32.93345197,-87.14670292,Centreville,AL
US,33.6771075,-86.64231399,Chalkville,AL
US,31.4701295,-88.2377625,Chatom,AL
US,33.36771051,-86.65087553,Chelsea,AL
US,34.75843049,-87.96250898,Cherokee,AL
US,30.772375,-88.064446,Chickasaw,AL
US,33.21425543,-86.32420551,Childersburg,AL
US,31.09268,-88.2152205,Citronelle,AL
US,32.839528,-86.5922855,Clanton,AL
US,33.715325,-86.603594,Clay,AL
US,31.2464045,-85.707498,Clayhatchee,AL
US,31.8862265,-85.4565115,Clayton,AL
US,33.996834,-86.5706725,Cleveland,AL
US,31.7237175,-85.61938001,Clio,AL
US,33.162781,-87.345307,Coaling,AL
US,31.1645755,-85.911176,Coffee Springs,AL
US,31.76343549,-88.08125549,Coffeeville,AL
US,33.2435765,-87.68323301,Coker,AL
US,34.2662835,-85.855688,Collinsville,AL
US,33.9408415,-86.8916885,Colony,AL
US,31.2924895,-85.113593,Columbia,AL
US,33.17128,-86.58245551,Columbiana,AL
US,33.467108,-87.0370025,Concord,AL
US,32.50104,-86.3334135,Coosada,AL
US,33.772154,-87.1868415,Cordova,AL
US,31.0551225,-85.29972749,Cottonwood,AL
US,33.8269535,-86.7200065,County Line,AL
US,34.66848599,-87.29856749,Courtland,AL
US,31.2024555,-85.306726,Cowarts,AL
US,30.8878835,-87.9962575,Creola,AL
US,34.286759,-85.993439,Crossville,AL
US,32.44002351,-88.36431552,Cuba,AL
US,34.18091303,-86.8058163,Cullman,AL
US,32.8376985,-85.7559695,Dadeville,AL
US,31.32526004,-85.74861062,Daleville,AL
US,30.627092,-87.8786465,Daphne,AL
US,30.2415275,-88.227233,Dauphin Island,AL
US,33.0556185,-85.63706899,Daviston,AL
US,32.3509475,-87.6416705,Dayton,AL
US,32.5946715,-86.39088251,Deatsville,AL
US,34.62387102,-87.04935004,Decatur,AL
US,32.502098,-87.8200615,Demopolis,AL
US,34.0313025,-88.169445,Detroit,AL
US,34.0492255,-86.870767,Dodge City,AL
US,33.7276885,-87.07959501,Dora,AL
US,31.16014391,-85.42499826,Dothan,AL
US,34.14103,-87.3924945,Double Springs,AL
US,34.172929,-86.30539601,Douglas,AL
US,31.5002285,-86.3745125,Dozier,AL
US,34.60623701,-85.90966653,Dutton,AL
US,31.092403,-87.04668149,East Brewton,AL
US,32.645996,-86.030349,Eclectic,AL
US,33.52903,-86.95739351,Edgewater,AL
US,33.7033185,-85.50891601,Edwardsville,AL
US,31.408716,-86.054847,Elba,AL
US,30.415913,-87.589689,Elberta,AL
US,33.92712051,-87.61851352,Eldridge,AL
US,34.92891151,-86.97643052,Elkmont,AL
US,32.54479251,-86.31656453,Elmore,AL
US,32.72670098,-88.31571094,Emelle,AL
US,31.28329815,-85.81492511,Enterprise,AL
US,32.6919775,-88.124915,Epes,AL
US,33.41415099,-88.21785549,Ethelsville,AL
US,31.92635543,-85.09745172,Eufaula,AL
US,31.0378035,-85.84567399,Eunola,AL
US,32.8346335,-87.884935,Eutaw,AL
US,34.330139,-86.746885,Eva,AL
US,31.429087,-86.9566585,Evergreen,AL
US,31.42766199,-87.33546897,Excel,AL
US,33.4757125,-86.92263449,Fairfield,AL
US,30.49260244,-87.88274233,Fairhope,AL
US,34.2476275,-86.68405051,Fairview,AL
US,34.3835245,-86.9037735,Falkville,AL
US,32.45838996,-87.59431638,Faunsdale,AL
US,33.6924205,-87.82566749,Fayette,AL
US,33.0173145,-85.35164401,Five Points,AL
US,31.01530137,-87.24326,Flomaton,AL
US,31.0213035,-86.31001308,Florala,AL
US,34.854286,-87.6263955,Florence,AL
US,30.33136068,-87.68372251,Foley,AL
US,33.58967711,-86.93188049,Forestdale,AL
US,32.652048,-87.85958449,Forkland,AL
US,31.9955925,-86.557787,Fort Deposit,AL
US,34.4788225,-85.63383,Fort Payne,AL
US,31.34332,-85.7107205,Fort Rucker,AL
US,32.45701499,-85.79231598,Franklin,AL
US,31.4353065,-87.40334,Frisco City,AL
US,33.730258,-85.4296415,Fruithurst,AL
US,31.78904401,-87.72368602,Fulton,AL
US,33.63534479,-86.78826477,Fultondale,AL
US,34.448084,-85.88783699,Fyffe,AL
US,34.0216465,-85.9789205,Gadsden,AL
US,32.81491551,-88.15981652,Gainesville,AL
US,31.40747698,-86.48396395,Gantt,AL
US,33.14918349,-86.29652797,Gantts Quarry,AL
US,34.0167395,-86.74431301,Garden City,AL
US,33.6694685,-86.7935575,Gardendale,AL
US,34.26702098,-85.55849596,Gaylesville,AL
US,32.8668775,-88.313666,Geiger,AL
US,31.0578435,-85.8577905,Geneva,AL
US,31.6335205,-86.7505095,Georgiana,AL
US,34.35789699,-85.99123749,Geraldine,AL
US,31.87818752,-88.31571405,Gilbertown,AL
US,33.91341,-87.703417,Glen Allen,AL
US,33.95579152,-85.90377922,Glencoe,AL
US,31.66780999,-86.17331298,Glenwood,AL
US,33.08539351,-85.78194252,Goldville,AL
US,34.11717,-86.851087,Good Hope,AL
US,33.0503265,-86.0465225,Goodwater,AL
US,33.321958,-87.90328401,Gordo,AL
US,31.145911,-85.09586351,Gordon,AL
US,32.152195,-86.712071,Gordonville,AL
US,31.7180825,-86.12398301,Goshen,AL
US,30.461698,-88.348647,Grand Bay,AL
US,34.518599,-86.2243965,Grant,AL
US,33.64714051,-86.63871152,Grayson Valley,AL
US,33.61616281,-86.9201223,Graysville,AL
US,32.704254,-87.58500051,Greensboro,AL
US,31.8238525,-86.621754,Greenville,AL
US,31.3063935,-85.446219,Grimes,AL
US,31.699756,-87.775239,Grove Hill,AL
US,33.9506045,-87.87015999,Gu-Win,AL
US,34.01629199,-87.93463347,Guin,AL
US,30.27791283,-87.712383,Gulf Shores,AL
US,34.36210185,-86.24030662,Guntersville,AL
US,34.698536,-86.37059451,Gurley,AL
US,34.2673855,-87.800925,Hackleburg,AL
US,31.40400899,-85.13807248,Haleburg,AL
US,34.18787367,-87.618525,Haleyville,AL
US,34.17343449,-88.02833698,Hamilton,AL
US,34.5637775,-85.6424545,Hammondville,AL
US,34.0745125,-86.762907,Hanceville,AL
US,33.319858,-86.4197985,Harpersville,AL
US,31.10409499,-85.68233348,Hartford,AL
US,34.41057344,-86.90050484,Hartselle,AL
US,34.858728,-86.7470865,Harvest,AL
US,33.89907499,-86.75984797,Hayden,AL
US,32.17889901,-86.57869703,Hayneville,AL
US,34.9315665,-86.5533435,Hazel Green,AL
US,31.3521955,-85.342482,Headland,AL
US,31.354667,-86.46567249,Heath,AL
